time	x	z	theta_m[deg]	theta[deg]	dx	dz	dtheta_m[deg]	dtheta[deg]	r	torque	hand2bar	
2.51	0.414588	-1.31083	-1308.34	224.944	-1.75909	-6.39903	-545.455	-447.309	-0.0132932	0	0.170207
2.511	0.412818	-1.31723	-1308.89	224.496	-1.77991	-6.40404	-545.455	-449.707	-0.0131512	0	0.170207
2.512	0.411028	-1.32363	-1309.43	224.045	-1.80072	-6.40867	-545.455	-452.085	-0.0130081	0	0.170207
2.513	0.409217	-1.33005	-1309.97	223.592	-1.82155	-6.41291	-545.455	-454.443	-0.0128637	0	0.170207
2.514	0.407385	-1.33646	-1310.51	223.136	-1.84236	-6.41677	-545.455	-456.781	-0.0127182	0	0.170207
2.515	0.405532	-1.34288	-1311.05	222.678	-1.86317	-6.42024	-545.455	-459.099	-0.0125716	0	0.170207
2.516	0.403659	-1.3493	-1311.6	222.218	-1.88396	-6.42332	-545.455	-461.395	-0.0124238	0	0.170207
2.517	0.401764	-1.35572	-1312.14	221.755	-1.90472	-6.426	-545.455	-463.671	-0.0122749	0	0.170207
2.518	0.399849	-1.36215	-1312.68	221.291	-1.92545	-6.4283	-545.455	-465.925	-0.0121249	0	0.170207
2.519	0.397913	-1.36858	-1313.22	220.824	-1.94615	-6.4302	-545.455	-468.158	-0.0119738	0	0.170207
2.52	0.395957	-1.37501	-1313.77	220.354	-1.9668	-6.43172	-545.455	-470.369	-0.0118216	0	0.170207
2.521	0.39398	-1.38144	-1314.31	219.883	-1.9874	-6.43283	-545.455	-472.558	-0.0116683	0	0.170207
2.522	0.391982	-1.38788	-1314.85	219.409	-2.00794	-6.43355	-545.455	-474.725	-0.0115139	0	0.170207
2.523	0.389964	-1.39431	-1315.39	218.933	-2.02842	-6.43388	-545.455	-476.869	-0.0113586	0	0.170207
2.524	0.387925	-1.40075	-1315.94	218.455	-2.04882	-6.43381	-545.455	-478.99	-0.0112021	0	0.170207
2.525	0.385866	-1.40718	-1316.48	217.975	-2.06915	-6.43335	-545.455	-481.088	-0.0110447	0	0.170207
2.526	0.383787	-1.41361	-1317.02	217.493	-2.08939	-6.43249	-545.455	-483.163	-0.0108863	0	0.170207
2.527	0.381688	-1.42004	-1317.56	217.009	-2.10953	-6.43124	-545.455	-485.214	-0.0107269	0	0.170207
2.528	0.379568	-1.42647	-1318.11	216.523	-2.12957	-6.42959	-545.455	-487.242	-0.0105665	0	0.170207
2.529	0.377428	-1.4329	-1318.65	216.035	-2.14951	-6.42755	-545.455	-489.245	-0.0104051	0	0.170207
2.53	0.375269	-1.43933	-1319.19	215.544	-2.16933	-6.42512	-545.455	-491.224	-0.0102428	0	0.170207
2.531	0.37309	-1.44575	-1319.74	215.052	-2.18902	-6.4223	-545.455	-493.179	-0.0100795	0	0.170207
2.532	0.370891	-1.45217	-1320.28	214.558	-2.20858	-6.41908	-545.455	-495.109	-0.00991537	0	0.170207
2.533	0.368673	-1.45859	-1320.82	214.062	-2.22801	-6.41547	-545.455	-497.013	-0.00975031	0	0.170207
2.534	0.366435	-1.465	-1321.37	213.564	-2.24729	-6.41148	-545.455	-498.892	-0.00958435	0	0.170207
2.535	0.364178	-1.47141	-1321.91	213.064	-2.26641	-6.4071	-545.455	-500.746	-0.00941752	0	0.170207
2.536	0.361902	-1.47782	-1322.45	212.563	-2.28538	-6.40234	-545.455	-502.574	-0.00924983	0	0.170207
2.537	0.359608	-1.48422	-1323	212.059	-2.30418	-6.39719	-545.455	-504.376	-0.0090813	0	0.170207
2.538	0.357294	-1.49061	-1323.54	211.554	-2.3228	-6.39167	-545.455	-506.152	-0.00891193	0	0.170207
2.539	0.354962	-1.497	-1324.08	211.047	-2.34123	-6.38577	-545.455	-507.901	-0.00874175	0	0.170207
2.54	0.352612	-1.50338	-1324.63	210.538	-2.35948	-6.37949	-545.455	-509.623	-0.00857077	0	0.170207
2.541	0.350243	-1.50976	-1325.17	210.028	-2.37753	-6.37284	-545.455	-511.319	-0.008399	0	0.170207
2.542	0.347857	-1.51613	-1325.71	209.515	-2.39537	-6.36582	-545.455	-512.987	-0.00822647	0	0.170207
2.543	0.345452	-1.52249	-1326.26	209.002	-2.413	-6.35843	-545.455	-514.628	-0.00805318	0	0.170207
2.544	0.343031	-1.52885	-1326.8	208.486	-2.43041	-6.35068	-545.455	-516.241	-0.00787915	0	0.170207
2.545	0.340592	-1.53519	-1327.34	207.969	-2.44759	-6.34257	-545.455	-517.826	-0.0077044	0	0.170207
2.546	0.338136	-1.54153	-1327.89	207.45	-2.46453	-6.33411	-545.455	-519.383	-0.00752894	0	0.170207
2.547	0.335663	-1.54786	-1328.43	206.93	-2.48123	-6.32529	-545.455	-520.912	-0.00735279	0	0.170207
2.548	0.333173	-1.55418	-1328.97	206.409	-2.49769	-6.31613	-545.455	-522.412	-0.00717596	0	0.170207
2.549	0.330667	-1.56049	-1329.52	205.886	-2.51388	-6.30662	-545.455	-523.884	-0.00699847	0	0.170207
2.55	0.328146	-1.5668	-1330.06	205.361	-2.52981	-6.29677	-545.455	-525.327	-0.00682033	0	0.170207
2.551	0.325608	-1.57309	-1330.61	204.835	-2.54547	-6.28659	-545.455	-526.74	-0.00664157	0	0.170207
2.552	0.323055	-1.57937	-1331.15	204.307	-2.56085	-6.27608	-545.455	-528.124	-0.00646219	0	0.170207
2.553	0.320486	-1.58564	-1331.69	203.779	-2.57595	-6.26525	-545.455	-529.479	-0.00628221	0	0.170207
2.554	0.317903	-1.5919	-1332.24	203.249	-2.59075	-6.25409	-545.455	-530.804	-0.00610166	0	0.170207
2.555	0.315305	-1.59815	-1332.78	202.717	-2.60526	-6.24263	-545.455	-532.098	-0.00592054	0	0.170207
2.556	0.312692	-1.60438	-1333.32	202.184	-2.61946	-6.23085	-545.455	-533.363	-0.00573887	0	0.170207
2.557	0.310066	-1.61061	-1333.87	201.65	-2.63334	-6.21877	-545.455	-534.598	-0.00555666	0	0.170207
2.558	0.307426	-1.61682	-1334.41	201.115	-2.64691	-6.20639	-545.455	-535.801	-0.00537394	0	0.170207
2.559	0.304772	-1.62302	-1334.96	200.579	-2.66016	-6.19373	-545.455	-536.975	-0.00519072	0	0.170207
2.56	0.302106	-1.62921	-1335.5	200.041	-2.67307	-6.18077	-545.455	-538.117	-0.00500702	0	0.170207
2.561	0.299426	-1.63538	-1336.05	199.503	-2.68565	-6.16754	-545.455	-539.228	-0.00482285	0	0.170207
2.562	0.296735	-1.64154	-1336.59	198.963	-2.69788	-6.15404	-545.455	-540.308	-0.00463823	0	0.170207
2.563	0.294031	-1.64769	-1337.13	198.422	-2.70977	-6.14027	-545.455	-541.357	-0.00445317	0	0.170207
2.564	0.291315	-1.65382	-1337.68	197.88	-2.7213	-6.12624	-545.455	-542.375	-0.0042677	0	0.170207
2.565	0.288588	-1.65994	-1338.22	197.337	-2.73247	-6.11197	-545.455	-543.36	-0.00408182	0	0.170207
2.566	0.28585	-1.66605	-1338.77	196.793	-2.74328	-6.09744	-545.455	-544.314	-0.00389556	0	0.170207
2.567	0.283102	-1.67214	-1339.31	196.249	-2.75372	-6.08269	-545.455	-545.236	-0.00370893	0	0.170207
2.568	0.280343	-1.67821	-1339.86	195.703	-2.76378	-6.0677	-545.455	-546.125	-0.00352196	0	0.170207
2.569	0.277574	-1.68427	-1340.4	195.156	-2.77346	-6.05249	-545.455	-546.983	-0.00333464	0	0.170207
2.57	0.274796	-1.69032	-1340.95	194.609	-2.78275	-6.03706	-545.455	-547.808	-0.00314701	0	0.170207
2.571	0.272009	-1.69635	-1341.49	194.061	-2.79166	-6.02143	-545.455	-548.6	-0.00295908	0	0.170207
2.572	0.269213	-1.70236	-1342.04	193.512	-2.80017	-6.0056	-545.455	-549.36	-0.00277087	0	0.170207
2.573	0.266409	-1.70836	-1342.58	192.962	-2.80828	-5.98958	-545.455	-550.088	-0.00258239	0	0.170207
2.574	0.263597	-1.71434	-1343.13	192.412	-2.81599	-5.97338	-545.455	-550.782	-0.00239366	0	0.170207
2.575	0.260777	-1.72031	-1343.67	191.86	-2.82329	-5.95701	-545.455	-551.443	-0.00220469	0	0.170207
2.576	0.25795	-1.72625	-1344.22	191.309	-2.83018	-5.94046	-545.455	-552.071	-0.00201551	0	0.170207
2.577	0.255117	-1.73219	-1344.76	190.756	-2.83666	-5.92377	-545.455	-552.667	-0.00182613	0	0.170207
2.578	0.252277	-1.7381	-1345.31	190.203	-2.84272	-5.90692	-545.455	-553.228	-0.00163657	0	0.170207
2.579	0.249431	-1.744	-1345.85	189.65	-2.84836	-5.88993	-545.455	-553.757	-0.00144685	0	0.170207
2.58	0.24658	-1.74988	-1346.4	189.096	-2.85358	-5.87282	-545.455	-554.252	-0.00125698	0	0.170207
2.581	0.243724	-1.75575	-1346.94	188.541	-2.85837	-5.85558	-545.455	-554.713	-0.00106697	0	0.170207
2.582	0.240864	-1.76159	-1347.49	187.986	-2.86273	-5.83823	-545.455	-555.141	-0.000876858	0	0.170207
2.583	0.237999	-1.76742	-1348.03	187.431	-2.86666	-5.82077	-545.455	-555.535	-0.000686646	0	0.170207
2.584	0.235131	-1.77323	-1348.58	186.875	-2.87016	-5.80322	-545.455	-555.896	-0.000496356	0	0.170207
2.585	0.232259	-1.77903	-1349.12	186.319	-2.87322	-5.78559	-545.455	-556.223	-0.000306003	0	0.170207
2.586	0.229384	-1.78481	-1349.67	185.763	-2.87585	-5.76787	-545.455	-556.515	-0.000115607	0	0.170207
2.587	0.226507	-1.79056	-1350.21	185.206	-2.87803	-5.75009	-545.455	-556.774	7.48169e-05	0	0.170207
2.588	0.223628	-1.79631	-1350.76	184.649	-2.87978	-5.73226	-545.455	-556.999	0.000265251	0	0.170207
2.589	0.220748	-1.80203	-1351.31	184.092	-2.88109	-5.71437	-545.455	-557.19	0.000455677	0	0.170207
2.59	0.217866	-1.80773	-1351.85	183.535	-2.88195	-5.69644	-545.455	-557.347	0.000646079	0	0.170207
2.591	0.214984	-1.81342	-1352.4	182.978	-2.88238	-5.67849	-545.455	-557.47	0.000836439	0	0.170207
2.592	0.212102	-1.81909	-1352.94	182.42	-2.88236	-5.66051	-545.455	-557.559	0.00102674	0	0.170207
2.593	0.20922	-1.82474	-1353.49	181.863	-2.88189	-5.64252	-545.455	-557.614	0.00121696	0	0.170207
2.594	0.206338	-1.83038	-1354.03	181.305	-2.88099	-5.62453	-545.455	-557.635	0.00140709	0	0.170207
2.595	0.203458	-1.83599	-1354.58	180.747	-2.87964	-5.60655	-545.455	-557.622	0.00159711	0	0.170207
2.596	0.200579	-1.84159	-1355.13	180.19	-2.87785	-5.58858	-545.455	-557.575	0.00178701	0	0.170207
2.597	0.197702	-1.84717	-1355.67	179.632	-2.87562	-5.57065	-545.455	-557.493	0.00197675	0	0.170207
2.598	0.194828	-1.85273	-1356.22	179.075	-2.87294	-5.55274	-545.455	-557.378	0.00216633	0	0.170207
2.599	0.191956	-1.85827	-1356.76	178.517	-2.86983	-5.53488	-545.455	-557.228	0.00235574	0	0.170207
2.6	0.189088	-1.8638	-1357.31	177.96	-2.86628	-5.51708	-545.455	-557.045	0.00254494	0	0.170207
2.601	0.186224	-1.86931	-1357.86	177.403	-2.86229	-5.49934	-545.455	-556.827	0.00273394	0	0.170207
2.602	0.183364	-1.8748	-1358.4	176.847	-2.85787	-5.48167	-545.455	-556.575	0.0029227	0	0.170207
2.603	0.180508	-1.88027	-1358.95	176.29	-2.85301	-5.46408	-545.455	-556.29	0.00311121	0	0.170207
2.604	0.177658	-1.88573	-1359.5	175.734	-2.84773	-5.44659	-545.455	-555.971	0.00329945	0	0.170207
2.605	0.174813	-1.89117	-1360.04	175.178	-2.84201	-5.42919	-545.455	-555.618	0.00348741	0	0.170207
2.606	0.171974	-1.89659	-1360.59	174.623	-2.83587	-5.41191	-545.455	-555.231	0.00367507	0	0.170207
2.607	0.169142	-1.90199	-1361.13	174.068	-2.8293	-5.39474	-545.455	-554.81	0.00386242	0	0.170207
2.608	0.166316	-1.90738	-1361.68	173.513	-2.82232	-5.3777	-545.455	-554.356	0.00404942	0	0.170207
2.609	0.163497	-1.91274	-1362.23	172.959	-2.81492	-5.36079	-545.455	-553.868	0.00423608	0	0.170207
2.61	0.160686	-1.9181	-1362.77	172.405	-2.8071	-5.34403	-545.455	-553.346	0.00442237	0	0.170207
2.611	0.157883	-1.92343	-1363.32	171.852	-2.79887	-5.32742	-545.455	-552.792	0.00460827	0	0.170207
2.612	0.155088	-1.92875	-1363.87	171.3	-2.79024	-5.31097	-545.455	-552.203	0.00479377	0	0.170207
2.613	0.152303	-1.93405	-1364.41	170.748	-2.7812	-5.29469	-545.455	-551.582	0.00497885	0	0.170207
2.614	0.149526	-1.93934	-1364.96	170.197	-2.77177	-5.27859	-545.455	-550.927	0.00516349	0	0.170207
2.615	0.146759	-1.94461	-1365.51	169.646	-2.76194	-5.26267	-545.455	-550.24	0.00534768	0	0.170207
2.616	0.144002	-1.94987	-1366.06	169.096	-2.75172	-5.24695	-545.455	-549.519	0.00553139	0	0.170207
2.617	0.141256	-1.95511	-1366.6	168.547	-2.74112	-5.23143	-545.455	-548.766	0.00571462	0	0.170207
2.618	0.13852	-1.96033	-1367.15	167.999	-2.73013	-5.21612	-545.455	-547.98	0.00589735	0	0.170207
2.619	0.135796	-1.96554	-1367.7	167.451	-2.71877	-5.20102	-545.455	-547.161	0.00607955	0	0.170207
2.62	0.133083	-1.97073	-1368.24	166.904	-2.70704	-5.18615	-545.455	-546.31	0.00626121	0	0.170207
2.621	0.130382	-1.97591	-1368.79	166.359	-2.69495	-5.17152	-545.455	-545.426	0.00644232	0	0.170207
2.622	0.127693	-1.98107	-1369.34	165.814	-2.68249	-5.15712	-545.455	-544.51	0.00662286	0	0.170207
2.623	0.125017	-1.98622	-1369.89	165.27	-2.66969	-5.14297	-545.455	-543.563	0.00680281	0	0.170207
2.624	0.122354	-1.99136	-1370.43	164.727	-2.65653	-5.12907	-545.455	-542.583	0.00698216	0	0.170207
2.625	0.119704	-1.99648	-1370.98	164.184	-2.64303	-5.11543	-545.455	-541.571	0.00716088	0	0.170207
2.626	0.117068	-2.00159	-1371.53	163.643	-2.6292	-5.10206	-545.455	-540.528	0.00733897	0	0.170207
2.627	0.114446	-2.00669	-1372.08	163.103	-2.61503	-5.08896	-545.455	-539.453	0.0075164	0	0.170207
2.628	0.111838	-2.01177	-1372.62	162.564	-2.60055	-5.07614	-545.455	-538.347	0.00769317	0	0.170207
2.629	0.109245	-2.01684	-1373.17	162.027	-2.58574	-5.0636	-545.455	-537.21	0.00786924	0	0.170207
2.63	0.106667	-2.0219	-1373.72	161.49	-2.57062	-5.05135	-545.455	-536.042	0.00804462	0	0.170207
2.631	0.104104	-2.02694	-1374.27	160.955	-2.5552	-5.03941	-545.455	-534.843	0.00821927	0	0.170207
2.632	0.101556	-2.03198	-1374.81	160.42	-2.53948	-5.02776	-545.455	-533.613	0.00839319	0	0.170207
2.633	0.0990247	-2.037	-1375.36	159.887	-2.52347	-5.01642	-545.455	-532.353	0.00856635	0	0.170207
2.634	0.0965094	-2.04201	-1375.91	159.356	-2.50718	-5.0054	-545.455	-531.063	0.00873875	0	0.170207
2.635	0.0940104	-2.04701	-1376.46	158.825	-2.4906	-4.99469	-545.455	-529.743	0.00891037	0	0.170207
2.636	0.0915282	-2.052	-1377	158.296	-2.47376	-4.98431	-545.455	-528.392	0.00908118	0	0.170207
2.637	0.089063	-2.05698	-1377.55	157.769	-2.45666	-4.97425	-545.455	-527.012	0.00925119	0	0.170207
2.638	0.086615	-2.06195	-1378.1	157.242	-2.4393	-4.96453	-545.455	-525.603	0.00942036	0	0.170207
2.639	0.0841845	-2.06691	-1378.65	156.717	-2.42169	-4.95514	-545.455	-524.164	0.00958868	0	0.170207
2.64	0.0817717	-2.07186	-1379.2	156.194	-2.40384	-4.9461	-545.455	-522.696	0.00975614	0	0.170207
2.641	0.0793769	-2.0768	-1379.74	155.672	-2.38575	-4.9374	-545.455	-521.199	0.00992272	0	0.170207
2.642	0.0770003	-2.08173	-1380.29	155.151	-2.36744	-4.92904	-545.455	-519.674	0.0100884	0	0.170207
2.643	0.0746421	-2.08666	-1380.84	154.633	-2.34891	-4.92104	-545.455	-518.12	0.0102532	0	0.170207
2.644	0.0723025	-2.09157	-1381.39	154.115	-2.33017	-4.9134	-545.455	-516.537	0.0104171	0	0.170207
2.645	0.0699818	-2.09648	-1381.94	153.6	-2.31123	-4.90611	-545.455	-514.927	0.01058	0	0.170207
2.646	0.0676801	-2.10139	-1382.49	153.085	-2.29208	-4.89918	-545.455	-513.289	0.0107419	0	0.170207
2.647	0.0653977	-2.10628	-1383.03	152.573	-2.27275	-4.89262	-545.455	-511.623	0.0109029	0	0.170207
2.648	0.0631347	-2.11117	-1383.58	152.062	-2.25324	-4.88643	-545.455	-509.93	0.0110629	0	0.170207
2.649	0.0608913	-2.11606	-1384.13	151.553	-2.23356	-4.8806	-545.455	-508.21	0.0112219	0	0.170207
2.65	0.0586676	-2.12093	-1384.68	151.046	-2.21371	-4.87515	-545.455	-506.463	0.0113799	0	0.170207
2.651	0.0564639	-2.12581	-1385.23	150.54	-2.1937	-4.87007	-545.455	-504.69	0.0115369	0	0.170207
2.652	0.0542803	-2.13067	-1385.78	150.036	-2.17354	-4.86537	-545.455	-502.889	0.0116928	0	0.170207
2.653	0.0521169	-2.13554	-1386.33	149.534	-2.15323	-4.86104	-545.455	-501.063	0.0118477	0	0.170207
2.654	0.0499738	-2.1404	-1386.88	149.034	-2.13279	-4.85709	-545.455	-499.211	0.0120015	0	0.170207
2.655	0.0478513	-2.14525	-1387.42	148.536	-2.11223	-4.85353	-545.455	-497.333	0.0121542	0	0.170207
2.656	0.0457494	-2.1501	-1387.97	148.04	-2.09154	-4.85034	-545.455	-495.429	0.0123058	0	0.170207
2.657	0.0436683	-2.15495	-1388.52	147.545	-2.07074	-4.84754	-545.455	-493.5	0.0124563	0	0.170207
2.658	0.041608	-2.1598	-1389.07	147.053	-2.04984	-4.84512	-545.455	-491.547	0.0126057	0	0.170207
2.659	0.0395686	-2.16464	-1389.62	146.562	-2.02883	-4.84309	-545.455	-489.568	0.0127539	0	0.170207
2.66	0.0375503	-2.16948	-1390.17	146.074	-2.00774	-4.84144	-545.455	-487.565	0.0129009	0	0.170207
2.661	0.0355532	-2.17433	-1390.72	145.587	-1.98656	-4.84017	-545.455	-485.538	0.0130468	0	0.170207
2.662	0.0335772	-2.17917	-1391.27	145.102	-1.96531	-4.83929	-545.455	-483.487	0.0131915	0	0.170207
2.663	0.0316226	-2.184	-1391.82	144.62	-1.94399	-4.8388	-545.455	-481.412	0.013335	0	0.170207
2.664	0.0296893	-2.18884	-1392.37	144.14	-1.92261	-4.83869	-545.455	-479.314	0.0134773	0	0.170207
2.665	0.0277774	-2.19368	-1392.92	143.661	-1.90117	-4.83897	-545.455	-477.192	0.0136184	0	0.170207
2.666	0.025887	-2.19852	-1393.46	143.185	-1.87969	-4.83963	-545.455	-475.048	0.0137582	0	0.170207
2.667	0.024018	-2.20336	-1394.01	142.711	-1.85817	-4.84067	-545.455	-472.88	0.0138968	0	0.170207
2.668	0.0221706	-2.2082	-1394.56	142.239	-1.83661	-4.8421	-545.455	-470.691	0.0140341	0	0.170207
2.669	0.0203448	-2.21305	-1395.11	141.77	-1.81503	-4.84391	-545.455	-468.479	0.0141701	0	0.170207
2.67	0.0185406	-2.21789	-1395.66	141.303	-1.79343	-4.8461	-545.455	-466.245	0.0143049	0	0.170207
2.671	0.016758	-2.22274	-1396.21	140.837	-1.77182	-4.84868	-545.455	-463.989	0.0144383	0	0.170207
2.672	0.0149969	-2.22759	-1396.76	140.375	-1.7502	-4.85163	-545.455	-461.712	0.0145704	0	0.170207
2.673	0.0132576	-2.23244	-1397.31	139.914	-1.72858	-4.85495	-545.455	-459.414	0.0147012	0	0.170207
2.674	0.0115398	-2.2373	-1397.86	139.456	-1.70697	-4.85866	-545.455	-457.095	0.0148307	0	0.170207
2.675	0.00984361	-2.24216	-1398.41	139	-1.68538	-4.86274	-545.455	-454.755	0.0149588	0	0.170207
2.676	0.00816902	-2.24702	-1398.96	138.546	-1.6638	-4.86719	-545.455	-452.395	0.0150855	0	0.170207
2.677	0.006516	-2.25189	-1399.51	138.095	-1.64225	-4.87201	-545.455	-450.015	0.0152109	0	0.170207
2.678	0.00488451	-2.25677	-1400.06	137.646	-1.62073	-4.8772	-545.455	-447.615	0.0153348	0	0.170207
2.679	0.00327451	-2.26165	-1400.61	137.2	-1.59926	-4.88275	-545.455	-445.195	0.0154574	0	0.170207
2.68	0.00168598	-2.26653	-1401.16	136.756	-1.57782	-4.88867	-545.455	-442.756	0.0155786	0	0.170207
2.681	0.000118849	-2.27142	-1401.71	136.314	-1.55644	-4.89495	-545.455	-440.298	0.0156983	0	0.170207
2.682	-0.00142692	-2.27632	-1402.26	135.875	-1.53511	-4.9016	-545.455	-437.821	0.0158166	0	0.170207
2.683	-0.0029514	-2.28123	-1402.81	135.439	-1.51385	-4.90859	-545.455	-435.325	0.0159334	0	0.170207
2.684	-0.00445464	-2.28614	-1403.36	135.005	-1.49265	-4.91595	-545.455	-432.811	0.0160488	0	0.170207
2.685	-0.00593673	-2.29106	-1403.91	134.573	-1.47153	-4.92365	-545.455	-430.279	0.0161628	0	0.170207
2.686	-0.00739772	-2.29599	-1404.46	134.144	-1.45048	-4.9317	-545.455	-427.729	0.0162752	0	0.170207
2.687	-0.00883771	-2.30092	-1405.02	133.718	-1.42952	-4.9401	-545.455	-425.161	0.0163861	0	0.170207
2.688	-0.0102568	-2.30587	-1405.57	133.294	-1.40864	-4.94884	-545.455	-422.577	0.0164956	0	0.170207
2.689	-0.011655	-2.31082	-1406.12	132.872	-1.38786	-4.95792	-545.455	-419.975	0.0166035	0	0.170207
2.69	-0.0130325	-2.31578	-1406.67	132.454	-1.36718	-4.96734	-545.455	-417.356	0.01671	0	0.170207
2.691	-0.0143894	-2.32076	-1407.22	132.038	-1.3466	-4.97709	-545.455	-414.721	0.0168148	0	0.170207
2.692	-0.0157258	-2.32574	-1407.77	131.624	-1.32612	-4.98717	-545.455	-412.069	0.0169182	0	0.170207
2.693	-0.0170417	-2.33073	-1408.32	131.214	-1.30576	-4.99757	-545.455	-409.401	0.01702	0	0.170207
2.694	-0.0183373	-2.33573	-1408.87	130.806	-1.28552	-5.00831	-545.455	-406.718	0.0171202	0	0.170207
2.695	-0.0196128	-2.34075	-1409.42	130.4	-1.2654	-5.01936	-545.455	-404.019	0.0172188	0	0.170207
2.696	-0.0208682	-2.34577	-1409.97	129.998	-1.2454	-5.03072	-545.455	-401.304	0.0173159	0	0.170207
2.697	-0.0221036	-2.35081	-1410.52	129.598	-1.22553	-5.0424	-545.455	-398.575	0.0174114	0	0.170207
2.698	-0.0233193	-2.35586	-1411.08	129.2	-1.2058	-5.05439	-545.455	-395.83	0.0175053	0	0.170207
2.699	-0.0245153	-2.36092	-1411.63	128.806	-1.1862	-5.06669	-545.455	-393.071	0.0175975	0	0.170207
2.7	-0.0256917	-2.36599	-1412.18	128.414	-1.16674	-5.07929	-545.455	-390.298	0.0176882	0	0.170207
2.701	-0.0268488	-2.37108	-1412.73	128.025	-1.14743	-5.09219	-545.455	-387.51	0.0177772	0	0.170207
2.702	-0.0279866	-2.37618	-1413.28	127.639	-1.12827	-5.10538	-545.455	-384.708	0.0178646	0	0.170207
2.703	-0.0291054	-2.38129	-1413.83	127.256	-1.10926	-5.11886	-545.455	-381.893	0.0179503	0	0.170207
2.704	-0.0302052	-2.38641	-1414.39	126.875	-1.0904	-5.13263	-545.455	-379.065	0.0180344	0	0.170207
2.705	-0.0312862	-2.39155	-1414.94	126.498	-1.0717	-5.14669	-545.455	-376.223	0.0181168	0	0.170207
2.706	-0.0323486	-2.39671	-1415.49	126.123	-1.05316	-5.16102	-545.455	-373.368	0.0181976	0	0.170207
2.707	-0.0333926	-2.40187	-1416.04	125.751	-1.03479	-5.17563	-545.455	-370.5	0.0182767	0	0.170207
2.708	-0.0344183	-2.40706	-1416.59	125.382	-1.01659	-5.19052	-545.455	-367.62	0.018354	0	0.170207
2.709	-0.0354258	-2.41226	-1417.14	125.016	-0.998552	-5.20567	-545.455	-364.727	0.0184297	0	0.170207
2.71	-0.0364154	-2.41747	-1417.7	124.653	-0.98069	-5.22109	-545.455	-361.822	0.0185037	0	0.170207
2.711	-0.0373873	-2.4227	-1418.25	124.292	-0.963004	-5.23676	-545.455	-358.906	0.018576	0	0.170207
2.712	-0.0383415	-2.42794	-1418.8	123.935	-0.945497	-5.2527	-545.455	-355.977	0.0186466	0	0.170207
2.713	-0.0392783	-2.4332	-1419.35	123.58	-0.92817	-5.26889	-545.455	-353.037	0.0187154	0	0.170207
2.714	-0.0401979	-2.43848	-1419.91	123.229	-0.911027	-5.28532	-545.455	-350.086	0.0187825	0	0.170207
2.715	-0.0411004	-2.44377	-1420.46	122.88	-0.894069	-5.30201	-545.455	-347.124	0.0188479	0	0.170207
2.716	-0.0419861	-2.44909	-1421.01	122.534	-0.877299	-5.31893	-545.455	-344.151	0.0189115	0	0.170207
2.717	-0.0428551	-2.45441	-1421.56	122.192	-0.860718	-5.3361	-545.455	-341.168	0.0189733	0	0.170207
2.718	-0.0437076	-2.45976	-1422.11	121.852	-0.84433	-5.3535	-545.455	-338.174	0.0190334	0	0.170207
2.719	-0.0445438	-2.46512	-1422.67	121.515	-0.828135	-5.37113	-545.455	-335.169	0.0190918	0	0.170207
2.72	-0.0453639	-2.4705	-1423.22	121.182	-0.812136	-5.38898	-545.455	-332.155	0.0191484	0	0.170207
2.721	-0.0461682	-2.4759	-1423.77	120.851	-0.796334	-5.40706	-545.455	-329.131	0.0192031	0	0.170207
2.722	-0.0469567	-2.48131	-1424.32	120.524	-0.780732	-5.42536	-545.455	-326.097	0.0192561	0	0.170207
2.723	-0.0477297	-2.48675	-1424.88	120.199	-0.76533	-5.44388	-545.455	-323.054	0.0193074	0	0.170207
2.724	-0.0484874	-2.4922	-1425.43	119.877	-0.750131	-5.4626	-545.455	-320.001	0.0193568	0	0.170207
2.725	-0.04923	-2.49767	-1425.98	119.559	-0.735135	-5.48154	-545.455	-316.94	0.0194044	0	0.170207
2.726	-0.0499577	-2.50316	-1426.53	119.244	-0.720344	-5.50068	-545.455	-313.869	0.0194502	0	0.170207
2.727	-0.0506708	-2.50868	-1427.09	118.931	-0.70576	-5.52002	-545.455	-310.79	0.0194942	0	0.170207
2.728	-0.0513693	-2.5142	-1427.64	118.622	-0.691383	-5.53956	-545.455	-307.702	0.0195364	0	0.170207
2.729	-0.0520536	-2.51975	-1428.19	118.316	-0.677214	-5.5593	-545.455	-304.606	0.0195768	0	0.170207
2.73	-0.0527238	-2.52532	-1428.74	118.013	-0.663254	-5.57922	-545.455	-301.502	0.0196153	0	0.170207
2.731	-0.0533802	-2.53091	-1429.3	117.713	-0.649505	-5.59933	-545.455	-298.389	0.019652	0	0.170207
2.732	-0.0540229	-2.53652	-1429.85	117.416	-0.635966	-5.61963	-545.455	-295.269	0.0196869	0	0.170207
2.733	-0.0546522	-2.54215	-1430.4	117.122	-0.622637	-5.6401	-545.455	-292.141	0.0197199	0	0.170207
2.734	-0.0552682	-2.5478	-1430.95	116.832	-0.60952	-5.66075	-545.455	-289.006	0.0197511	0	0.170207
2.735	-0.0558713	-2.55347	-1431.5	116.544	-0.596613	-5.68157	-545.455	-285.863	0.0197805	0	0.170207
2.736	-0.0564615	-2.55917	-1432.06	116.26	-0.583917	-5.70256	-545.455	-282.714	0.019808	0	0.170207
2.737	-0.0570392	-2.56488	-1432.61	115.979	-0.571431	-5.72372	-545.455	-279.557	0.0198337	0	0.170207
